prob,start_date_round
2.1883572336602398e-05,2018-01-26 06:00:00
1.2544263939255706e-05,2018-01-26 06:00:00
7.804928890355365e-14,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
1.3812747642365201e-09,2018-01-26 06:00:00
6.39813552620761e-09,2018-01-26 06:00:00
0.001522624322667333,2018-01-26 06:00:00
3.3910002651932677e-08,2018-01-26 06:00:00
1.4060390354538961e-08,2018-01-26 06:00:00
1.0365130982258416e-07,2018-01-26 06:00:00
0.28695831953865886,2018-01-26 06:00:00
0.001522624322667333,2018-01-26 06:00:00
2.688505287266814e-13,2018-01-26 06:00:00
3.0145164760446727e-06,2018-01-26 06:00:00
2.688505287266814e-13,2018-01-26 06:00:00
2.950615279876999e-09,2018-01-26 06:00:00
0.001522624322667333,2018-01-26 06:00:00
1.860638301371758e-05,2018-01-26 06:00:00
2.260206852207507e-11,2018-01-26 06:00:00
1.8926831053984772e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
0.001522624322667333,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
1.1808738839334658e-10,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
6.696964964048042e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
4.701153517371164e-08,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.9916373822046467e-07,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
0.08098987585547368,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.260206852207507e-11,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.688505287266814e-13,2018-01-26 06:00:00
0.4981628402858116,2018-01-26 06:00:00
2.688505287266814e-13,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
8.141365684380884e-11,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
2.1883572336602398e-05,2018-01-26 06:00:00
5.238247567416415e-11,2018-01-26 09:00:00
0.001522624322667333,2018-01-26 09:00:00
9.17085381521144e-05,2018-01-26 09:00:00
2.260206852207507e-11,2018-01-26 09:00:00
5.685744931901955e-09,2018-01-26 09:00:00
5.238247567416415e-11,2018-01-26 09:00:00
0.4981628402858116,2018-01-26 09:00:00
5.685744931901955e-09,2018-01-26 09:00:00
7.804928890355365e-14,2018-01-26 09:00:00
1.3915898450504794e-06,2018-01-26 09:00:00
6.724317028611756e-11,2018-01-26 09:00:00
2.688505287266814e-13,2018-01-26 09:00:00
1.4524735122413334e-05,2018-01-26 09:00:00
2.688505287266814e-13,2018-01-26 09:00:00
4.128758421648085e-11,2018-01-26 09:00:00
0.28695831953865886,2018-01-26 09:00:00
3.04561054843424e-09,2018-01-26 09:00:00
1.5547258054100023e-05,2018-01-26 09:00:00
6.724317028611756e-11,2018-01-26 09:00:00
4.701153517371164e-08,2018-01-26 09:00:00
1.4524735122413334e-05,2018-01-26 09:00:00
1.887211190795789e-11,2018-01-26 09:00:00
0.001522624322667333,2018-01-26 09:00:00
4.128758421648085e-11,2018-01-26 09:00:00
0.0002475614107840163,2018-01-26 09:00:00
1.0365130982258416e-07,2018-01-26 09:00:00
0.00013869728371351258,2018-01-26 09:00:00
0.00013869728371351258,2018-01-26 09:00:00
0.00013869728371351258,2018-01-26 09:00:00
0.9983607739175512,2018-01-26 09:00:00
2.688505287266814e-13,2018-01-26 09:00:00
1.8926831053984772e-05,2018-01-26 09:00:00
6.512914351409065e-06,2018-01-26 09:00:00
1.1341508490155329e-05,2018-01-26 09:00:00
3.04561054843424e-09,2018-01-26 09:00:00
2.688505287266814e-13,2018-01-26 09:00:00
1.1808738839334658e-10,2018-01-26 09:00:00
2.688505287266814e-13,2018-01-26 09:00:00
0.28695831953865886,2018-01-26 09:00:00
3.04561054843424e-09,2018-01-26 09:00:00
1.935668610775217e-10,2018-01-26 09:00:00
2.688505287266814e-13,2018-01-26 09:00:00
1.0365130982258416e-07,2018-01-26 09:00:00
0.022783300943445012,2018-01-26 09:00:00
2.9916373822046467e-07,2018-01-26 09:00:00
2.260206852207507e-11,2018-01-26 09:00:00
5.685744931901955e-09,2018-01-26 09:00:00
2.688505287266814e-13,2018-01-26 09:00:00
0.001522624322667333,2018-01-26 09:00:00
6.724317028611756e-11,2018-01-26 09:00:00
1.0365130982258416e-07,2018-01-26 09:00:00
2.7477149015807157e-12,2018-01-26 09:00:00
2.688505287266814e-13,2018-01-26 09:00:00
1.3915898450504794e-06,2018-01-26 09:00:00
1.4524735122413334e-05,2018-01-26 09:00:00
1.2220793241375732e-09,2018-01-26 09:00:00
1.0365130982258416e-07,2018-01-26 09:00:00
1.0365130982258416e-07,2018-01-26 09:00:00
2.688505287266814e-13,2018-01-26 09:00:00
2.8387158125553393e-05,2018-01-26 09:00:00
6.575631323387056e-05,2018-01-26 09:00:00
2.688505287266814e-13,2018-01-26 09:00:00
0.00033463453011504485,2018-01-26 09:00:00
9.719051492737684e-07,2018-01-26 09:00:00
0.18666561736923193,2018-01-26 09:00:00
9.719051492737684e-07,2018-01-26 09:00:00
1.3915898450504794e-06,2018-01-26 09:00:00
2.688505287266814e-13,2018-01-26 09:00:00
2.688505287266814e-13,2018-01-26 09:00:00
4.7286571691698706e-09,2018-01-26 09:00:00
4.7286571691698706e-09,2018-01-26 09:00:00
2.9916373822046467e-07,2018-01-26 09:00:00
7.804928890355365e-14,2018-01-26 09:00:00
2.111254019114315e-06,2018-01-26 09:00:00
1.3770785536854067e-12,2018-01-26 09:00:00
1.0365130982258416e-07,2018-01-26 09:00:00
1.5393935645985554e-07,2018-01-26 09:00:00
0.010177874349773837,2018-01-26 09:00:00
2.688505287266814e-13,2018-01-26 09:00:00
2.688505287266814e-13,2018-01-26 09:00:00
2.688505287266814e-13,2018-01-26 09:00:00
2.950615279876999e-09,2018-01-26 09:00:00
2.688505287266814e-13,2018-01-26 09:00:00
2.688505287266814e-13,2018-01-26 09:00:00
2.950615279876999e-09,2018-01-26 09:00:00
4.128758421648085e-11,2018-01-26 09:00:00
4.203261661840627e-07,2018-01-26 09:00:00
1.055984718330096e-05,2018-01-26 09:00:00
2.688505287266814e-13,2018-01-26 09:00:00
0.05434429334165868,2018-01-26 09:00:00
1.860638301371758e-05,2018-01-26 09:00:00
2.950615279876999e-09,2018-01-26 09:00:00
1.7881331982187765e-10,2018-01-26 09:00:00
2.688505287266814e-13,2018-01-26 09:00:00
3.663595296799643e-12,2018-01-26 09:00:00
1.6032231365448676e-11,2018-01-26 09:00:00
2.9916373822046467e-07,2018-01-26 09:00:00
1.860638301371758e-05,2018-01-26 09:00:00
2.7477149015807157e-12,2018-01-26 09:00:00
0.007813786002756581,2018-01-26 09:00:00
1.6032231365448676e-11,2018-01-26 09:00:00
0.00013869728371351258,2018-01-26 09:00:00
0.00013869728371351258,2018-01-26 09:00:00
0.00013869728371351258,2018-01-26 09:00:00
0.00013869728371351258,2018-01-26 09:00:00
0.00013869728371351258,2018-01-26 09:00:00
0.00013869728371351258,2018-01-26 09:00:00
0.00013869728371351258,2018-01-26 09:00:00
0.00013869728371351258,2018-01-26 09:00:00
0.00013869728371351258,2018-01-26 09:00:00
0.00013869728371351258,2018-01-26 09:00:00
0.00013869728371351258,2018-01-26 09:00:00
2.688505287266814e-13,2018-01-26 09:00:00
2.688505287266814e-13,2018-01-26 09:00:00
1.8926831053984772e-05,2018-01-26 09:00:00
0.9237294051854681,2018-01-26 09:00:00
5.1353666447257496e-05,2018-01-26 09:00:00
2.4109085893777748e-06,2018-01-26 09:00:00
2.111254019114315e-06,2018-01-26 09:00:00
2.7477149015807157e-12,2018-01-26 09:00:00
7.276296393455773e-13,2018-01-26 09:00:00
4.128758421648085e-11,2018-01-26 09:00:00
2.9916373822046467e-07,2018-01-26 09:00:00
2.4109085893777748e-06,2018-01-26 09:00:00
2.688505287266814e-13,2018-01-26 09:00:00
2.111254019114315e-06,2018-01-26 09:00:00
2.1733189232039176e-10,2018-01-26 09:00:00
2.950615279876999e-09,2018-01-26 09:00:00
0.001522624322667333,2018-01-26 09:00:00
2.4109085893777748e-06,2018-01-26 09:00:00
1.5547258054100023e-05,2018-01-26 09:00:00
1.0365130982258416e-07,2018-01-26 09:00:00
1.5547258054100023e-05,2018-01-26 09:00:00
2.4109085893777748e-06,2018-01-26 09:00:00
2.4109085893777748e-06,2018-01-26 09:00:00
6.891005234536622e-10,2018-01-26 09:00:00
2.7477149015807157e-12,2018-01-26 09:00:00
2.688505287266814e-13,2018-01-26 09:00:00
2.4109085893777748e-06,2018-01-26 09:00:00
0.001522624322667333,2018-01-26 09:00:00
2.688505287266814e-13,2018-01-26 09:00:00
2.688505287266814e-13,2018-01-26 09:00:00
2.950615279876999e-09,2018-01-26 09:00:00
0.011162466177027168,2018-01-26 09:00:00
0.4981628402858116,2018-01-26 09:00:00
1.0365130982258416e-07,2018-01-26 09:00:00
1.7248583869455632e-07,2018-01-26 09:00:00
2.8387158125553393e-05,2018-01-26 09:00:00
2.950615279876999e-09,2018-01-26 09:00:00
1.0365130982258416e-07,2018-01-26 09:00:00
7.804928890355365e-14,2018-01-26 09:00:00
2.023218967316227e-05,2018-01-26 09:00:00
2.950615279876999e-09,2018-01-26 09:00:00
1.1341508490155329e-05,2018-01-26 09:00:00
1.5393935645985554e-07,2018-01-26 09:00:00
2.023218967316227e-05,2018-01-26 09:00:00
2.023218967316227e-05,2018-01-26 09:00:00
4.259533871007086e-06,2018-01-26 09:00:00
0.001522624322667333,2018-01-26 09:00:00
2.023218967316227e-05,2018-01-26 09:00:00
2.950615279876999e-09,2018-01-26 09:00:00
2.023218967316227e-05,2018-01-26 09:00:00
1.0365130982258416e-07,2018-01-26 09:00:00
7.804928890355365e-14,2018-01-26 09:00:00
3.663595296799643e-12,2018-01-26 09:00:00
4.128758421648085e-11,2018-01-26 09:00:00
2.688505287266814e-13,2018-01-26 09:00:00
2.950615279876999e-09,2018-01-26 09:00:00
2.950615279876999e-09,2018-01-26 09:00:00
2.688505287266814e-13,2018-01-26 09:00:00
2.023218967316227e-05,2018-01-26 09:00:00
1.6032231365448676e-11,2018-01-26 09:00:00
2.950615279876999e-09,2018-01-26 09:00:00
0.0008686331282747387,2018-01-26 09:00:00
7.276296393455773e-13,2018-01-26 09:00:00
3.937221395691757e-05,2018-01-26 09:00:00
4.701153517371164e-08,2018-01-26 09:00:00
2.688505287266814e-13,2018-01-26 09:00:00
4.4062063092427214e-08,2018-01-26 09:00:00
4.701153517371164e-08,2018-01-26 09:00:00
0.05434429334165868,2018-01-26 09:00:00
0.28695831953865886,2018-01-26 09:00:00
2.688505287266814e-13,2018-01-26 09:00:00
4.128758421648085e-11,2018-01-26 09:00:00
1.0687743964959264e-09,2018-01-26 09:00:00
2.260206852207507e-11,2018-01-26 09:00:00
5.119375882046118e-05,2018-01-26 09:00:00
3.3910002651932677e-08,2018-01-26 09:00:00
7.276296393455773e-13,2018-01-26 09:00:00
8.928439446544978e-11,2018-01-26 09:00:00
2.950615279876999e-09,2018-01-26 09:00:00
2.950615279876999e-09,2018-01-26 09:00:00
0.001522624322667333,2018-01-26 09:00:00
0.001522624322667333,2018-01-26 09:00:00
3.663595296799643e-12,2018-01-26 09:00:00
0.00013869728371351258,2018-01-26 09:00:00
2.6388278887469483e-05,2018-01-26 09:00:00
5.037718532488505e-10,2018-01-26 09:00:00
8.945458780764371e-10,2018-01-26 09:00:00
2.9916373822046467e-07,2018-01-26 09:00:00
6.14642961836793e-11,2018-01-26 09:00:00
3.3910002651932677e-08,2018-01-26 09:00:00
2.688505287266814e-13,2018-01-26 09:00:00
2.688505287266814e-13,2018-01-26 09:00:00
2.146586475386027e-10,2018-01-26 09:00:00
2.688505287266814e-13,2018-01-26 09:00:00
4.42608071257175e-05,2018-01-26 09:00:00
4.42608071257175e-05,2018-01-26 09:00:00
4.42608071257175e-05,2018-01-26 09:00:00
4.7286571691698706e-09,2018-01-26 09:00:00
0.00013869728371351258,2018-01-26 09:00:00
2.688505287266814e-13,2018-01-26 09:00:00
2.688505287266814e-13,2018-01-26 09:00:00
6.512914351409065e-06,2018-01-26 09:00:00
1.1686569684571455e-10,2018-01-26 09:00:00
2.023218967316227e-05,2018-01-26 12:00:00
1.5393935645985554e-07,2018-01-26 12:00:00
2.023218967316227e-05,2018-01-26 12:00:00
2.023218967316227e-05,2018-01-26 12:00:00
2.023218967316227e-05,2018-01-26 12:00:00
2.023218967316227e-05,2018-01-26 12:00:00
2.023218967316227e-05,2018-01-26 12:00:00
1.0365130982258416e-07,2018-01-26 12:00:00
1.0365130982258416e-07,2018-01-26 12:00:00
1.6032231365448676e-11,2018-01-26 12:00:00
2.688505287266814e-13,2018-01-26 12:00:00
2.688505287266814e-13,2018-01-26 12:00:00
6.10176601521497e-13,2018-01-26 12:00:00
2.688505287266814e-13,2018-01-26 12:00:00
2.2073173037774155e-06,2018-01-26 12:00:00
0.001522624322667333,2018-01-26 12:00:00
7.031768612360734e-14,2018-01-26 12:00:00
4.128758421648085e-11,2018-01-26 12:00:00
3.04561054843424e-09,2018-01-26 12:00:00
1.1808738839334658e-10,2018-01-26 12:00:00
3.04561054843424e-09,2018-01-26 12:00:00
9.719051492737684e-07,2018-01-26 12:00:00
4.851757315591924e-06,2018-01-26 12:00:00
2.688505287266814e-13,2018-01-26 12:00:00
9.030421892262227e-11,2018-01-26 12:00:00
2.688505287266814e-13,2018-01-26 12:00:00
1.0117851796340061e-05,2018-01-26 12:00:00
1.055984718330096e-05,2018-01-26 12:00:00
1.0884119132586505e-09,2018-01-26 12:00:00
2.950615279876999e-09,2018-01-26 12:00:00
2.023218967316227e-05,2018-01-26 12:00:00
2.688505287266814e-13,2018-01-26 12:00:00
4.128758421648085e-11,2018-01-26 12:00:00
3.663595296799643e-12,2018-01-26 12:00:00
2.688505287266814e-13,2018-01-26 12:00:00
1.5393935645985554e-07,2018-01-26 12:00:00
2.950615279876999e-09,2018-01-26 12:00:00
1.3329793452801395e-11,2018-01-26 12:00:00
3.3910002651932677e-08,2018-01-26 12:00:00
2.688505287266814e-13,2018-01-26 12:00:00
2.1733189232039176e-10,2018-01-26 12:00:00
2.950615279876999e-09,2018-01-26 12:00:00
2.688505287266814e-13,2018-01-26 12:00:00
9.719051492737684e-07,2018-01-26 12:00:00
2.688505287266814e-13,2018-01-26 12:00:00
1.336967482603348e-11,2018-01-26 12:00:00
1.055984718330096e-05,2018-01-26 12:00:00
2.8387158125553393e-05,2018-01-26 12:00:00
9.719051492737684e-07,2018-01-26 12:00:00
0.9999631779957395,2018-01-26 12:00:00
2.688505287266814e-13,2018-01-26 12:00:00
0.06407646580843036,2018-01-26 12:00:00
1.5658067473236908e-12,2018-01-26 12:00:00
0.001522624322667333,2018-01-26 12:00:00
9.719051492737684e-07,2018-01-26 12:00:00
2.950615279876999e-09,2018-01-26 12:00:00
4.850272701628018e-08,2018-01-26 12:00:00
4.850272701628018e-08,2018-01-26 12:00:00
2.9916373822046467e-07,2018-01-26 12:00:00
6.512914351409065e-06,2018-01-26 12:00:00
1.8926831053984772e-05,2018-01-26 12:00:00
2.950615279876999e-09,2018-01-26 12:00:00
2.166574615904796e-07,2018-01-26 12:00:00
1.537687836914439e-07,2018-01-26 12:00:00
2.111254019114315e-06,2018-01-26 12:00:00
3.04561054843424e-09,2018-01-26 12:00:00
6.1690151523355705e-09,2018-01-26 12:00:00
2.950615279876999e-09,2018-01-26 12:00:00
2.950615279876999e-09,2018-01-26 12:00:00
0.007813786002756581,2018-01-26 12:00:00
0.007813786002756581,2018-01-26 12:00:00
0.007813786002756581,2018-01-26 12:00:00
7.444474303332882e-14,2018-01-26 12:00:00
2.950615279876999e-09,2018-01-26 12:00:00
1.8512884653386298e-08,2018-01-26 12:00:00
2.9735861794883695e-11,2018-01-26 12:00:00
0.001522624322667333,2018-01-26 12:00:00
